word,level,difficulty,meaning_zh,pos,topic,example,example_zh,parts_json,note,is_basic,accepted,source,phonetic,definition_source,content_status,display_word,example_kind,story_title,story_zh,teacher_prompt,cloze,cloze_answer,cloze_zh,cloze_type,materials_version,example_source,examples_json,student_prompt
introduce,PET,1,介绍；引入；采用,v.,日常沟通,Let me introduce my friend.,让我介绍一下我的朋友。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,.intrә'dju:s,https://github.com/skywind3000/ECDICT,offline-materials,introduce,authored,introduce · 单词里的小故事,小乐和朋友交换今天的小发现。让我介绍一下我的朋友。小乐说：“Let me introduce my friend.”朋友听懂了，也想起自己遇到过的事。,,Let me __________ my friend.,introduce,让我介绍一下我的朋友。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 introduce 说一句自己的话。
introduction,PET,1,介绍；传入；采用,n.,日常沟通,We talked about the introduction today.,我们今天谈到了介绍。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,.intrә'dʌkʃәn,https://github.com/skywind3000/ECDICT,offline-materials,introduction,discussion,introduction · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了介绍。小乐说：“We talked about the introduction today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,introduction,我们今天谈到了介绍。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 introduction 说一句自己的话。
invent,PET,2,发明；创作；虚构,v.,日常沟通,I want to invent a new game.,我想发明一个新游戏。,"[{""text"": ""invent"", ""kind"": ""root"", ""meaning"": ""发明""}]",这个词本身可以作为词基，与相关派生词联系起来理解。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,in'vent,https://github.com/skywind3000/ECDICT,offline-materials,invent,authored,invent · 单词里的小故事,小乐和朋友交换今天的小发现。我想发明一个新游戏。小乐说：“I want to invent a new game.”朋友听懂了，也想起自己遇到过的事。,,I want to __________ a new game.,invent,我想发明一个新游戏。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 invent 说一句自己的话。
invention,PET,2,发明；创作能力；虚构的故事,n.,日常沟通,We talked about the invention today.,我们今天谈到了发明。,"[{""text"": ""invent"", ""kind"": ""root"", ""meaning"": ""发明""}, {""text"": ""-ion"", ""kind"": ""suffix"", ""meaning"": ""动作或结果（构成名词）"", ""story"": ""-ion 经由法语进入英语，更早来自拉丁语。它常把一个动作、过程或状态当作一件可以谈论的事。词基像动作的起点，结尾则帮助我们给它取一个名字。"", ""source"": ""https://www.merriam-webster.com/dictionary/-ion""}]",先理解词基，再看词缀如何改变含义或词性。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,in'venʃәn,https://github.com/skywind3000/ECDICT,offline-materials,invention,discussion,invention · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了发明。小乐说：“We talked about the invention today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,invention,我们今天谈到了发明。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 invention 说一句自己的话。
inventor,PET,3,发明家,n.,日常沟通,The inventor shows us a new machine.,发明家向我们展示一台新机器。,"[{""text"": ""invent"", ""kind"": ""root"", ""meaning"": ""发明""}, {""text"": ""-or"", ""kind"": ""suffix"", ""meaning"": ""做某事的人"", ""story"": ""-or 的一条来路是法语，更早能追到拉丁语。它常把注意力从一个动作，转到做这个动作的人身上。看到这样的结尾，可以先问：这是谁在做什么？"", ""source"": ""https://www.merriam-webster.com/dictionary/-or""}]",先理解词基，再看词缀如何改变含义或词性。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,in'ventә,原创课堂释义与例句,offline-materials,inventor,authored,inventor · 单词里的小故事,小乐和朋友交换今天的小发现。发明家向我们展示一台新机器。小乐说：“The inventor shows us a new machine.”朋友听懂了，也想起自己遇到过的事。,,The __________ shows us a new machine.,inventor,发明家向我们展示一台新机器。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 inventor 说一句自己的话。
involve,PET,1,包括；使陷于；潜心于,v.,日常沟通,This job will involve some travel.,这份工作会需要一些出行。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,in'vɒlv,https://github.com/skywind3000/ECDICT,offline-materials,involve,authored,involve · 单词里的小故事,小乐和朋友交换今天的小发现。这份工作会需要一些出行。小乐说：“This job will involve some travel.”朋友听懂了，也想起自己遇到过的事。,,This job will __________ some travel.,involve,这份工作会需要一些出行。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 involve 说一句自己的话。
iron,PET,1,铁；熨斗；熨烫,n; v.,日常沟通,We need the iron today.,我们今天需要铁。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'aiәn,常用义教学修订；原词典见 ECDICT-LICENSE.txt,offline-materials,iron,equipment,iron · 单词里的小故事,班级活动开始前，小乐负责核对需要的东西。我们今天需要铁。小乐说：“We need the iron today.”朋友听懂了，也想起自己遇到过的事。,,We need the __________ today.,iron,我们今天需要铁。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 iron 说一句自己的话。
ironing,PET,3,熨烫,n.,日常沟通,We talked about the ironing today.,我们今天谈到了熨烫。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'aiәniŋ,https://github.com/skywind3000/ECDICT,offline-materials,ironing,discussion,ironing · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了熨烫。小乐说：“We talked about the ironing today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,ironing,我们今天谈到了熨烫。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 ironing 说一句自己的话。
issue,PET,1,问题；一期,n.,日常沟通,We talked about the issue today.,我们今天谈到了问题。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'isju,常用义教学修订；原词典见 ECDICT-LICENSE.txt,offline-materials,issue,discussion,issue · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了问题。小乐说：“We talked about the issue today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,issue,我们今天谈到了问题。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 issue 说一句自己的话。
it,PET,1,它；信息技术（IT）,pron.; n.,日常沟通,It is a small dog.,它是一只小狗。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,1,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,it,常用义教学修订；原词典见 ECDICT-LICENSE.txt,offline-materials,it / IT,authored,it / IT · 单词里的小故事,小乐和朋友交换今天的小发现。它是一只小狗。小乐说：“It is a small dog.”朋友听懂了，也想起自己遇到过的事。,,__________ is a small dog.,It,它是一只小狗。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 it / IT 说一句自己的话。
item,PET,1,项目；条款；一则,n.,日常沟通,We talked about the item today.,我们今天谈到了项目。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'aitәm,https://github.com/skywind3000/ECDICT,offline-materials,item,discussion,item · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了项目。小乐说：“We talked about the item today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,item,我们今天谈到了项目。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 item 说一句自己的话。
its,PET,1,它的,det.,日常沟通,The cat is eating its food.,猫正在吃它的食物。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,1,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,its,https://github.com/skywind3000/ECDICT,offline-materials,its,authored,its · 单词里的小故事,小乐和朋友交换今天的小发现。猫正在吃它的食物。小乐说：“The cat is eating its food.”朋友听懂了，也想起自己遇到过的事。,,The cat is eating __________ food.,its,猫正在吃它的食物。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 its 说一句自己的话。
itself,PET,1,它本身；它自己,pron.,日常沟通,The door closed by itself.,门自己关上了。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,1,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,it'self,https://github.com/skywind3000/ECDICT,offline-materials,itself,authored,itself · 单词里的小故事,小乐和朋友交换今天的小发现。门自己关上了。小乐说：“The door closed by itself.”朋友听懂了，也想起自己遇到过的事。,,The door closed by __________.,itself,门自己关上了。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 itself 说一句自己的话。
jail,PET,2,监狱,n.,日常沟通,We visited the jail today.,我们今天参观了监狱。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,dʒeil,常用义教学修订；原词典见 ECDICT-LICENSE.txt,offline-materials,jail,place,jail · 单词里的小故事,小乐把今天的外出经历记进了日记。我们今天参观了监狱。小乐说：“We visited the jail today.”朋友听懂了，也想起自己遇到过的事。,,We visited the __________ today.,jail,我们今天参观了监狱。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 jail 说一句自己的话。
jam,PET,2,果酱；堵塞,n.,日常沟通,This jam tastes good.,这份果酱味道很好。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,dʒæm,常用义教学修订；原词典见 ECDICT-LICENSE.txt,offline-materials,jam,food,jam · 单词里的小故事,小乐第一次给家人当小帮手，端出一份食物。这份果酱味道很好。小乐说：“This jam tastes good.”朋友听懂了，也想起自己遇到过的事。,,This __________ tastes good.,jam,这份果酱味道很好。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 jam 说一句自己的话。
jar,PET,2,广口瓶；震动；刺耳声,n.,日常沟通,We need the jar today.,我们今天需要广口瓶。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,dʒɑ:,https://github.com/skywind3000/ECDICT,offline-materials,jar,equipment,jar · 单词里的小故事,班级活动开始前，小乐负责核对需要的东西。我们今天需要广口瓶。小乐说：“We need the jar today.”朋友听懂了，也想起自己遇到过的事。,,We need the __________ today.,jar,我们今天需要广口瓶。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 jar 说一句自己的话。
jazz,PET,2,爵士乐；喧闹,n.,日常沟通,I want to learn more about jazz.,我想多了解一些爵士乐。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,dʒæz,https://github.com/skywind3000/ECDICT,offline-materials,jazz,activity,jazz · 单词里的小故事,班级要举办兴趣日，小乐选了自己想了解的活动。我想多了解一些爵士乐。小乐说：“I want to learn more about jazz.”朋友听懂了，也想起自己遇到过的事。,,I want to learn more about __________.,jazz,我想多了解一些爵士乐。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 jazz 说一句自己的话。
jealous,PET,2,嫉妒的；羡慕的；留心的,adj.,日常沟通,I feel jealous today.,我今天感到嫉妒的。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'dʒelәs,https://github.com/skywind3000/ECDICT,offline-materials,jealous,feeling,jealous · 单词里的小故事,老师请大家用一个词说说今天的感受，小乐先举了手。我今天感到嫉妒的。小乐说：“I feel jealous today.”朋友听懂了，也想起自己遇到过的事。,,I feel __________ today.,jealous,我今天感到嫉妒的。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 jealous 说一句自己的话。
jet,PET,2,喷射流；喷嘴；煤玉,n.,日常沟通,Look at the jet in this picture.,看看这张图片中的喷射流。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,dʒet,https://github.com/skywind3000/ECDICT,offline-materials,jet,transport,jet · 单词里的小故事,小乐和朋友观察一张出行图片，轮流指出里面的东西。看看这张图片中的喷射流。小乐说：“Look at the jet in this picture.”朋友听懂了，也想起自己遇到过的事。,,Look at the __________ in this picture.,jet,看看这张图片中的喷射流。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 jet 说一句自己的话。
jewellery,PET,2,宝石；贵重饰物；珠宝,n.,日常沟通,I like your jewellery.,我喜欢你的宝石。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'dʒu:әlri,https://github.com/skywind3000/ECDICT,offline-materials,jewellery,clothes,jewellery · 单词里的小故事,出门前，小乐注意到了朋友的穿着。我喜欢你的宝石。小乐说：“I like your jewellery.”朋友听懂了，也想起自己遇到过的事。,,I like your __________.,jewellery,我喜欢你的宝石。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 jewellery 说一句自己的话。
jog,PET,3,轻推；(使)蹒跚行进；(使)慢跑,v.,日常沟通,I jog in the park every morning.,我每天早上在公园慢跑。,"[{""text"": ""jog"", ""kind"": ""root"", ""meaning"": ""慢跑""}]",这个词本身可以作为词基，与相关派生词联系起来理解。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,dʒɒg,https://github.com/skywind3000/ECDICT,offline-materials,jog,authored,jog · 单词里的小故事,小乐和朋友交换今天的小发现。我每天早上在公园慢跑。小乐说：“I jog in the park every morning.”朋友听懂了，也想起自己遇到过的事。,,I __________ in the park every morning.,jog,我每天早上在公园慢跑。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 jog 说一句自己的话。
jogging,PET,3,慢跑,n.,日常沟通,I want to learn more about jogging.,我想多了解一些慢跑。,"[{""text"": ""jog"", ""kind"": ""root"", ""meaning"": ""慢跑""}, {""text"": ""-ing"", ""kind"": ""suffix"", ""meaning"": ""把动作当作活动或事物来表达"", ""story"": ""把动作变成名词的 -ing，可以追溯到古英语的 -ung、-ing。一个动作加上这样的结尾，就能作为一种活动来谈论。注意句子里的位置：-ing 也会用于进行时和形容词。"", ""source"": ""https://www.merriam-webster.com/dictionary/-ing""}]",这是词基与派生词的关系。拼写发生了变化，请把本课目标单词完整写对；构词成分不是原词的逐字切片。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'dʒɒgiŋ,https://github.com/skywind3000/ECDICT,offline-materials,jogging,activity,jogging · 单词里的小故事,班级要举办兴趣日，小乐选了自己想了解的活动。我想多了解一些慢跑。小乐说：“I want to learn more about jogging.”朋友听懂了，也想起自己遇到过的事。,,I want to learn more about __________.,jogging,我想多了解一些慢跑。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 jogging 说一句自己的话。
join,PET,1,参加；结合；加入,v.,日常沟通,Would you like to join our game?,你想加入我们的游戏吗？,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,dʒɒin,https://github.com/skywind3000/ECDICT,offline-materials,join,authored,join · 单词里的小故事,小乐和朋友交换今天的小发现。你想加入我们的游戏吗？小乐说：“Would you like to join our game?”朋友听懂了，也想起自己遇到过的事。,,Would you like to __________ our game?,join,你想加入我们的游戏吗？,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 join 说一句自己的话。
joke,PET,2,笑话；玩笑；笑柄,n; v.,日常沟通,We talked about the joke today.,我们今天谈到了笑话。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,dʒәuk,https://github.com/skywind3000/ECDICT,offline-materials,joke,discussion,joke · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了笑话。小乐说：“We talked about the joke today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,joke,我们今天谈到了笑话。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 joke 说一句自己的话。
journalist,PET,2,记者,n.,日常沟通,The journalist asks about our project.,记者询问我们的项目。,"[{""text"": ""journal"", ""kind"": ""root"", ""meaning"": ""期刊；报刊""}, {""text"": ""-ist"", ""kind"": ""suffix"", ""meaning"": ""从事某种活动的人"", ""story"": ""-ist 经过法语和拉丁语，能追溯到古希腊语。它常出现在某种活动的参与者、乐器演奏者或专业人士的名字里。这个小小的结尾，好像在介绍一个人的本领。"", ""source"": ""https://www.merriam-webster.com/dictionary/-ist""}]",先理解词基，再看词缀如何改变含义或词性。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'dʒә:nәlist,原创课堂释义与例句,offline-materials,journalist,authored,journalist · 单词里的小故事,小乐和朋友交换今天的小发现。记者询问我们的项目。小乐说：“The journalist asks about our project.”朋友听懂了，也想起自己遇到过的事。,,The __________ asks about our project.,journalist,记者询问我们的项目。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 journalist 说一句自己的话。
judge,PET,1,法官；裁判员；审判官,n; v.,日常沟通,This story is about a judge.,这个故事讲的是一位法官。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,dʒʌdʒ,https://github.com/skywind3000/ECDICT,offline-materials,judge,person,judge · 单词里的小故事,读书会轮到小乐介绍故事里的一个人物。这个故事讲的是一位法官。小乐说：“This story is about a judge.”朋友听懂了，也想起自己遇到过的事。,,This story is about a __________.,judge,这个故事讲的是一位法官。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 judge 说一句自己的话。
jug,PET,3,水壶；监牢；模仿夜莺的叫声,n.,日常沟通,We need the jug today.,我们今天需要水壶。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,dʒʌg,https://github.com/skywind3000/ECDICT,offline-materials,jug,equipment,jug · 单词里的小故事,班级活动开始前，小乐负责核对需要的东西。我们今天需要水壶。小乐说：“We need the jug today.”朋友听懂了，也想起自己遇到过的事。,,We need the __________ today.,jug,我们今天需要水壶。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 jug 说一句自己的话。
juice,PET,2,汁；活力；体液,n.,日常沟通,This juice tastes good.,这份汁味道很好。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,dʒu:s,https://github.com/skywind3000/ECDICT,offline-materials,juice,food,juice · 单词里的小故事,小乐第一次给家人当小帮手，端出一份食物。这份汁味道很好。小乐说：“This juice tastes good.”朋友听懂了，也想起自己遇到过的事。,,This __________ tastes good.,juice,这份汁味道很好。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 juice 说一句自己的话。
jump,PET,1,跳跃；跳动；暴涨,n; v.,日常沟通,Can you jump over the box?,你能跳过这个箱子吗？,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,dʒʌmp,https://github.com/skywind3000/ECDICT,offline-materials,jump,authored,jump · 单词里的小故事,小乐和朋友交换今天的小发现。你能跳过这个箱子吗？小乐说：“Can you jump over the box?”朋友听懂了，也想起自己遇到过的事。,,Can you __________ over the box?,jump,你能跳过这个箱子吗？,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 jump 说一句自己的话。
jumper,PET,3,跳跃者；工作服,n.,日常沟通,I like your jumper.,我喜欢你的跳跃者。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'dʒʌmpә,https://github.com/skywind3000/ECDICT,offline-materials,jumper,clothes,jumper · 单词里的小故事,出门前，小乐注意到了朋友的穿着。我喜欢你的跳跃者。小乐说：“I like your jumper.”朋友听懂了，也想起自己遇到过的事。,,I like your __________.,jumper,我喜欢你的跳跃者。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 jumper 说一句自己的话。
jungle,PET,2,丛林；杂乱的一堆；弱肉强食的地方,n.,日常沟通,We visited the jungle today.,我们今天参观了丛林。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'dʒʌŋgl,https://github.com/skywind3000/ECDICT,offline-materials,jungle,place,jungle · 单词里的小故事,小乐把今天的外出经历记进了日记。我们今天参观了丛林。小乐说：“We visited the jungle today.”朋友听懂了，也想起自己遇到过的事。,,We visited the __________ today.,jungle,我们今天参观了丛林。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 jungle 说一句自己的话。
just,PET,1,刚刚；正好；仅仅,adv.,日常沟通,I have just finished my lunch.,我刚吃完午饭。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,1,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,dʒʌst,https://github.com/skywind3000/ECDICT,offline-materials,just,authored,just · 单词里的小故事,小乐和朋友交换今天的小发现。我刚吃完午饭。小乐说：“I have just finished my lunch.”朋友听懂了，也想起自己遇到过的事。,,I have __________ finished my lunch.,just,我刚吃完午饭。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 just 说一句自己的话。
kangaroo,PET,3,袋鼠,n.,日常沟通,We saw the kangaroo in a picture.,我们在图片里看到了袋鼠。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,.kæŋgә'ru:,https://github.com/skywind3000/ECDICT,offline-materials,kangaroo,animal,kangaroo · 单词里的小故事,小乐翻开一本动物画册，在其中一页停了下来。我们在图片里看到了袋鼠。小乐说：“We saw the kangaroo in a picture.”朋友听懂了，也想起自己遇到过的事。,,We saw the __________ in a picture.,kangaroo,我们在图片里看到了袋鼠。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 kangaroo 说一句自己的话。
keen,PET,2,锋利的；敏锐的；强烈的,adj.,日常沟通,I am keen to learn to swim.,我很想学会游泳。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ki:n,https://github.com/skywind3000/ECDICT,offline-materials,keen,authored,keen · 单词里的小故事,小乐和朋友交换今天的小发现。我很想学会游泳。小乐说：“I am keen to learn to swim.”朋友听懂了，也想起自己遇到过的事。,,I am __________ to learn to swim.,keen,我很想学会游泳。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 keen 说一句自己的话。
keep,PET,1,保持；保存；遵守,v.,日常沟通,You can keep this picture.,你可以留着这幅画。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ki:p,https://github.com/skywind3000/ECDICT,offline-materials,keep,authored,keep · 单词里的小故事,小乐和朋友交换今天的小发现。你可以留着这幅画。小乐说：“You can keep this picture.”朋友听懂了，也想起自己遇到过的事。,,You can __________ this picture.,keep,你可以留着这幅画。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 keep 说一句自己的话。
keep in,PET,3,抑制；隐瞒；隐藏,phr v.,日常沟通,We have to keep the cat in today.,今天我们不得不把猫留在屋里。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,,https://github.com/skywind3000/ECDICT,offline-materials,keep in,authored,keep in · 单词里的小故事,小乐和朋友交换今天的小发现。今天我们不得不把猫留在屋里。小乐说：“We have to keep the cat in today.”朋友听懂了，也想起自己遇到过的事。,,请根据中文和本课例句，写出词表中的目标词。,keep in,抑制；隐瞒；隐藏,headword,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 keep in 说一句自己的话。
keep on,PET,3,继续；穿着...不脱,phr v.,日常沟通,Keep on trying. You will get better.,继续尝试。你会做得更好。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,,https://github.com/skywind3000/ECDICT,offline-materials,keep on,authored,keep on · 单词里的小故事,小乐和朋友交换今天的小发现。继续尝试。你会做得更好。小乐说：“Keep on trying. You will get better.”朋友听懂了，也想起自己遇到过的事。,,__________ trying. You will get better.,Keep on,继续尝试。你会做得更好。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 keep on 说一句自己的话。
keep up,PET,3,不低落；维持；继续,phr v.,日常沟通,Walk slowly so I can keep up.,慢些走，好让我跟上。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,,https://github.com/skywind3000/ECDICT,offline-materials,keep up,authored,keep up · 单词里的小故事,小乐和朋友交换今天的小发现。慢些走，好让我跟上。小乐说：“Walk slowly so I can keep up.”朋友听懂了，也想起自己遇到过的事。,,Walk slowly so I can __________.,keep up,慢些走，好让我跟上。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 keep up 说一句自己的话。
keeper,PET,2,监护人；管理人；看守人,n.,日常沟通,This story is about a keeper.,这个故事讲的是一位监护人。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'ki:pә,https://github.com/skywind3000/ECDICT,offline-materials,keeper,person,keeper · 单词里的小故事,读书会轮到小乐介绍故事里的一个人物。这个故事讲的是一位监护人。小乐说：“This story is about a keeper.”朋友听懂了，也想起自己遇到过的事。,,This story is about a __________.,keeper,这个故事讲的是一位监护人。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 keeper 说一句自己的话。
